scenario_id,t,firm_id,Y_new,psi_eff,theta,queue_len,congestion_idx,mean_latency,p95_latency,max_latency,std_latency,triage_eff,omega_spill,market_share
idea-latency-high-decay,22,0,2.0330536565463064,0.09516630946122649,0.0016583578623395757,17,0.37353159433733735,,,,,1.0,0.0,1.0
idea-latency-high-decay,23,0,1.998984263015377,0.09348865040636231,0.0015695324945557633,18,0.35463630215228537,,,,,1.0,0.0,1.0
idea-latency-high-decay,24,0,1.9671343179645864,0.09192230918000975,0.0014850283788026466,18,0.33668861928602567,,,,,,0.0,1.0
idea-latency-high-decay,25,0,1.9373382227691553,0.09045875818543844,0.0014046961989352814,19,0.319642353270322,,,,,1.0,0.0,1.0
idea-latency-high-decay,26,0,1.909444679150807,0.08909023107400973,0.0013283829060021645,20,0.3034533752965416,,,,,1.0,0.0,1.0
idea-latency-high-decay,27,0,1.8833152848907486,0.08780964501934319,0.0012559334375721648,21,0.28807955451600853,,,,,1.0,0.0,1.0
idea-latency-high-decay,28,0,1.8588232812196952,0.0866105317849244,0.001187192155377271,21,0.2734806903187687,22.0,22.0,22.0,0.0,1.0,0.0,1.0
idea-latency-high-decay,29,0,1.8358524345031337,0.08548697651649556,0.0011220040398389605,22,0.25961844344048696,,,,,0.5,0.0,1.0
idea-latency-high-decay,30,0,1.8142960368726586,0.08443356332616536,0.001060215675045469,24,0.2464562665962701,,,,,0.5,0.0,1.0
idea-latency-high-decay,31,0,1.7940560122582565,0.08344532685339624,0.0010016760533875443,24,0.23395933521314938,,,,,,0.0,1.0
idea-latency-high-decay,32,0,1.7750421158730556,0.08251770909099261,0.000946237225258853,24,0.22209447872600946,,,,,,0.0,1.0
idea-latency-high-decay,33,0,1.7571712166121716,0.08164652085384397,0.0008937548159123727,24,0.21083011281177694,,,,,,0.0,1.0
idea-latency-high-decay,34,0,1.7403666530706492,0.08082790734617129,0.0008440884286736848,24,0.20013617286103558,,,,,,0.0,1.0
idea-latency-high-decay,35,0,1.7245576549806798,0.08005831735089337,0.0007971019511911137,24,0.1899840489226935,,,,,,0.0,1.0
idea-latency-high-decay,36,0,1.709678822831872,0.07933447562378787,0.0007526637792042353,25,0.1803465223040144,,,,,0.5,0.0,1.0
idea-latency-high-decay,37,0,1.6956696592860203,0.07865335812653902,0.0007106469703945055,26,0.1711977039636657,,,,,0.5,0.0,1.0
idea-latency-high-decay,38,0,1.6824741467430504,0.07801216977753796,0.0006709293392093447,29,0.1625129747980955,,,,,0.6,0.0,1.0
idea-latency-high-decay,39,0,1.6700403660700374,0.07740832443832063,0.0006333935020920996,29,0.1542689278904089,,,,,,0.0,1.0
idea-latency-high-decay,40,0,1.6583201520813005,0.07683942688755062,0.0005979268812782239,30,0.14644331276501427,,,,,1.0,0.0,1.0
idea-latency-high-decay,41,0,1.6472687818642084,0.0763032565641435,0.0005644216742083493,30,0.13901498166985568,,,,,,0.0,1.0
idea-latency-high-decay,42,0,1.6368446924910156,0.07579775288705565,0.0005327747946419076,32,0.1319638378903541,,,,,0.6666666666666666,0.0,1.0
idea-latency-high-decay,43,0,1.6270092250493433,0.07532100198192547,0.0005028877907116501,32,0.12527078608466777,36.0,36.0,36.0,0.0,1.0,0.0,1.0
idea-latency-high-decay,44,0,1.6177263922692706,0.07487122466458092,0.0004746667444248235,33,0.11891768461806992,,,,,1.0,0.0,1.0
idea-latency-high-decay,45,0,1.6089626673294164,0.07444676554879197,0.0004480221564769711,33,0.11288729986470455,,,,,,0.0,1.0
idea-latency-high-decay,46,0,1.6006867916926144,0.0740460831608655,0.00042286881968704786,33,0.1071632624373729,,,,,,0.0,1.0
idea-latency-high-decay,47,0,1.5928696000586147,0.0736677409570371,0.0003991256838780414,34,0.10173002530002143,,,,,0.5,0.0,1.0
idea-latency-high-decay,48,0,1.5854838607302009,0.07331039915134406,0.00037671571460569744,35,0.09657282371299034,,,,,1.0,0.0,1.0
idea-latency-high-decay,49,0,1.5785041298738371,0.07297280727197852,0.00035556574777191873,36,0.09167763695762549,,,,,0.5,0.0,1.0
ecb-moat-duopoly,0,0,4.030094983618331,0.19703399072038225,0.004682660237829406,0,1.15,,,,,,0.0,0.5
ecb-moat-duopoly,0,1,4.030094983618331,0.19703399072038225,0.004682660237829406,0,1.15,,,,,,0.0,0.5
ecb-moat-duopoly,1,0,3.840128302787333,0.18706765891325366,0.004530671661833516,0,1.094329557279609,,,,,,0.0,0.5
ecb-moat-duopoly,1,1,3.840128302787333,0.18706765891325366,0.004530671661833516,1,1.094329557279609,,,,,1.0,0.0,0.5
ecb-moat-duopoly,2,0,3.666374679367819,0.17799986511357405,0.004372987221076191,1,1.0410915318815464,,,,,1.0,0.0,0.5
ecb-moat-duopoly,2,1,3.666374679367819,0.17799986511357405,0.004372987221076191,1,1.0410915318815464,,,,,,0.0,0.5
ecb-moat-duopoly,3,0,3.5072955114563755,0.16973871109910696,0.00421170271128344,2,0.9902190320405133,,,,,1.0,0.0,0.5
ecb-moat-duopoly,3,1,3.5072955114563755,0.16973871109910696,0.00421170271128344,1,0.9902190320405133,,,,,,0.0,0.5
ecb-moat-duopoly,4,0,3.361500151543537,0.16220219916495676,0.004048579334000007,3,0.941640374856147,,,,,1.0,0.0,0.5
ecb-moat-duopoly,4,1,3.361500151543537,0.16220219916495676,0.004048579334000007,2,0.941640374856147,,,,,0.5,0.0,0.5
